Id,University,StartDate,EndDate,GPA,OutOf,Course,Courselevel,Classification,Specialization,projects,no
2146,Madonna Unibersity,Sep-2006,Oct-2010,,,Microbiology,Bsc,Microbiology,Medical,,1437
2147,University Of Port Harcourt,Sep-2004,Dec-2008,,,Human Anatomy,Bsc,,Media,,3895
2151,Delta State University,Oct-2006,Dec-2010,,,Biomedical Science technology,Bsc,,Engineering,,5269
2152,Rivers State of University of Science and Technology,Aug-2002,Oct-2006,,,Business Admin,Bsc,,Consulting,,1825
2159,Enugu State University of Science and Technology,Jul-2003,Oct-2007,,,Marketing,Bsc,,Marketing,,2282
2161,Nnamdi Azikiwe University,Sep-1996,Nov-2000,,,Biochemistry,Bsc,Biochemistry,Finance,,2619
2162,University of Ado-Ekiti,Jan-2003,Oct-2008,,,IT & Finance,Bsc,,Banking,,4599
2164,"Oxford Brookes, UK.",Mar-2009,Nov-2011,,,Software Engineering,Bsc,,IT-Software,,5039
2165,Chartered Institute Of Personnel Management Of Nigeria,Aug-2010,Feb-2012,,,Human Resources Management,Bsc,Professional,HR,,4764
2166,University of Port Harcourt,Sep-2006,Nov-2012,,,Geology,Bsc,Geology,Oil &amp; Gas,,5683
2167,"University Of Nigeria, Nsukka",Oct-2003,Aug-2008,,,Agriculture,Bsc,UPPER CLASS,Food,,4374
2170,RIVER STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,Sep-2005,Nov-2011,,,Accounting,Bsc,Accounting,Finance,,613
2172,"Federal University of Science & Technology, Owerri",Jan-2004,Jan-2010,,,Geology,Bsc,Geology,Oil &amp; Gas,,1326
2174,Abia State University,Sep-2003,Nov-2007,,,Accounting,Bsc,Accounting,Finance,,3666
2178,University Of Port Harcourt,Sep-2006,Nov-2011,,,Environmental Engineering,Bsc,Environmental Engineering,Site Engineering,,5815
2181,"Coventry University, U.K",Aug-2008,Oct-2012,,,Business Management,Bsc,,Consulting,,413
2183,University Of Port Harcourt,Sep-2001,Nov-2006,,,Computer Science,Bsc,,IT-Software,,3242
2185,"Anambra State University , Uli",Feb-2005,Oct-2008,,,Maths/Statistics,Bsc,,Education,,1848
2186,River State University Of Science And Technology,Sep-2006,Nov-2011,,,Banking And Finance,Bsc,Banking And Finance,Banking,,5508
2190,RIVER STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,Sep-2004,Nov-2008,,,Management,Bsc,Management,Management,,3524
2192,University of Ilorin ,Nov-2006,May-2010,,,Biochemistry,Bsc,,Food,,627
2193,University of Port Harcourt,Jan-2008,Nov-2011,,,Human Anatomy,Bsc,,Medical,,3691
2195,Madonna Unibersity,Oct-2007,Aug-2011,,,Mass Communication,Bsc,Mass Communication,Advertising,,1208
2198,"Imo State University, Owerri",Sep-1994,Aug-1998,,,Marketing,Bsc,,Marketing,,2746
2203,University of Port Harcourt,Sep-2006,Nov-2010,,,Geology,Bsc,Geology,Oil &amp; Gas,,2331
2207,University of Port Harcourt,Sep-2006,Nov-2010,,,Geology,Bsc,Geology,Oil &amp; Gas,,1409
2211,Ekiti State University,May-2008,Mar-2013,,,history and INternational studies,Bsc,2nd class,NGO,,3414
2212,University of Ibadan,Oct-2006,Oct-2006,,,Microbiology,Bsc,,Medical,,1257
2213,Madonna University,Sep-1999,Oct-2003,,,Economics,Bsc,Economics,Finance,,1180
2214,Ebonyi State University,Oct-2005,Feb-2010,,,Industrial Chemistry,Bsc,,Oil & Gas,,1454
2228,RIVER STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,Sep-2004,Nov-2008,,,Mass  Communication,Bsc,Mass Communication,Media,,4524
2232,University of Uyo,Jan-1997,Oct-2006,,,Physics,Bsc,,Engineering,,1836
2233,University of Port Harcourt,Sep-2006,Nov-2012,,,Geography And Environmental Manament,Bsc,Geography And Environmental Management,Production,,3078
2236,University of Uyo,Sep-1995,Nov-2000,,,Mathematics,Bsc,Mathematics,Education,,2041
2242,University of Port Harcourt,Dec-2006,Nov-2010,,,Geology,Bsc,Geology,Oil &amp; Gas,,5720
2247,University of Port Harcourt,Sep-2006,Dec-2011,,,Microbiology,Bsc,Microbiology,Medical,,5831
2248,university of calabar,Nov-1995,Dec-1999,,,Sociology,Bsc,Sociology,Media,,2304
2250,University Of Ife,Sep-1979,Nov-1988,,,Medical And Dental Surgery,Bsc,Medical And Dental Surgery,Medical,,3373
2254,University Of Port Harcourt,Dec-2006,Nov-2010,,,Geology,Bsc,Second Class Honours,Oil &amp; Gas,,5720
2255,University Of Port Harcourt,Dec-2006,Nov-2010,,,Geology,Bsc,Second Class Honours,Oil &amp; Gas,,5720
2257,LAGOS STATE UNIVERSITY,Feb-2003,Jul-2010,,,Chemical and Polymer Engineering,Bsc,,Oil & Gas,,3463
2266,Rivers State University of Science and Technology,Nov-2006,Nov-2011,,,Accountancy,Bsc,,Finance,,368
2268,UNIVERSITY OF LAGOS,October-2008,September-2012,,,ARCHITECTURE,Bsc,,Architecture,,2501
2276,Bowen University Iwo,September-2006,May-2012,,,Mass Communications (Integrated Marketing Communications),Bsc,,Media,,4401
2277,UNIVERSITY OF PORT HARCOURT,Feb-2006,Feb-2010,,,Accounting,Bsc,Second class lower,Finance,,4650
2279,Obafemi Awolowo University,Apr-2003,Dec-2007,,,mechanical engineering,Bsc,SECON CLASS UPPER,Engineering,,6010
2282,"Rivers State University Of Science and Techology, Nkpolu, Port Harcourt, Rivers State.",Feb-2002,Jul-2006,,,Accounting,Bsc,Second Class Lower,Finance,,1830
2287,"Achievers University, Owo",May-2011,Aug-2013,,,Accounting,Bsc,First Class,Finance,,1331
2288,National Open University,Apr-2012,Apr-2015,,,Accounting,Bsc,in View,Finance,,2029
2290,UNIVERSITY OF BENIN,Sep-2008,Feb-2012,,,ACCOUNTING,Bsc,2ND CLASS LOWER,Finance,,3635
2292,university of calabar,Mar-2004,Oct-2008,,,Geology,Bsc,Second Class Lower,Oil &amp; Gas,,4062
2295,Nnamdi Azikiwe University  Awka,Nov-2006,Oct-2011,,,Mechanical Engineering,Bsc,SECOND CLASS UPPER DIVISION,Engineering,,5462
2297,University of calabar,Feb-2002,Dec-2006,,,Banking & Finance,Bsc,Second class lower,Banking,,4303
2298,"University of Calabar, Calabar, Cross River State",Aug-2001,Nov-2006,,,Computer Science,Bsc,Third Class,IT-Hardware,,2951
2299,university of nigeria nsukka,May-2005,Oct-2010,,,Urban and regional planning,Bsc,second class lower division,Real Estate,,3962
2302,"Abia State University , Uturu",Sep-2006,Sep-2006,,,BIOCHEMISTRY,Bsc,2nd Class,Production,,5760
2303,Rivers State of University of Science and Technology,Oct-2008,Aug-2013,,,BANKING AND FINANCE,Bsc,SECOND CLASS UPPER,Banking,,4016
2308,"  Benue State University Makurdi, Benue state                                           ",Mar-2002,Aug-2006,,,Mass Communication,Bsc,2nd,Media,,715
2325,University Of Calabar,Sep-2008,Mar-2013,,,Mathematics With Statistics,Bsc,3rd Class,Education,,1746
2333,University of Port Harcourt,Dec-2006,Nov-2011,,,Public Administration,Bsc,Second Class Lower,NGO,,403
2334,Olabisi Onabanjo University,Feb-2003,Apr-2008,,,Industrial and Labour Relations ,Bsc,Second Class lower,HR,,4997
2336,Abia State Uniuversity Uturu,Mar-2002,Sep-2006,,,FOOD SCIENCE AND TECHNOLOGY,Bsc,lower credit,Production,,5137
2337,University of calabar,Sep-1999,Sep-2000,,,Management,Bsc,2.1,Finance,,4264
2339,Rivers State of University of Science and Technology,Jan-2015,Oct-2008,,,Accounting,Bsc,2.2,Finance,,4805
2341,University Of Port Harcourt ,Feb-2006,Nov-2010,,,Computer Science ,Bsc,2-2,IT-Hardware,,5544
2342,Abia State Uniuversity Uturu,Oct-2007,Oct-2011,,,geography and planning,Bsc,enviromental,Finance,,4195
2345,"University Of Bradford, United Kingdom",Sep-2009,Jul-2013,,,Applied Biomedical Science,Bsc,First Class Honours,Medical,,2687
2346,Rivers State University of Science and Technology,Sep-1995,Dec-1998,,,Accounting,Bsc,Lower Degree,Finance,,5028
2347,Nnamdi Azikiwe University  Awka,Sep-2008,Aug-2012,,,PURE AND INDUSTRIAL CHEMISTRY,Bsc,SCIENCE AND RESEARCH,Production,,350
2348,"Olabisi Onabanjo Univeristy, Ogun State",Jul-2004,Apr-2009,,,Electrical & Electronics,Bsc,Second Class Lower,Telecoms,,847
2349,Michael Okpara university of Agriculture Umudike,Sep-2008,Sep-2012,,,computer science,Bsc,Second class Lower,IT-Hardware,,1558
2351,"University of Calabar, Calabar, Cross River State",Apr-2004,Nov-2007,,,Educational Technology (Economics),Bsc,Second Class (Upper Division),Education,,2035
2353,"University of Abuja, Abuja",Dec-2007,Dec-2011,,,Bachelor of Science (B.sc),Bsc,Second Class Lower,Banking,,3873
2355,University of Nigeria Nsukka,Sep-2002,Dec-2007,,,Accounting,Bsc,2.2,Finance,,3653
2357,Rivers State of University of Science and Technology,Jan-1997,Jan-2001,,,Computer Science(Information Technology),Bsc,Second Class Lower,IT-Hardware,,1127
2358,Abia State Uniuversity Uturu,Sep-2008,Oct-2012,,,information Science,Bsc,second class,IT-Project,,5353
2359,"University Of Nigeria,Nsukka",Jul-2005,Aug-2008,,,Accounting,Bsc,Second Class Upper ,Finance,,5885
2363,Bayero University Kano,Mar-2001,Jun-2006,,,Geography And Regional Plannig,Bsc,Second Class Lower,Oil &amp; Gas,,3919
2364,Lagos State University,Nov-2003,Aug-2008,,,Physics,Bsc,2.2,IT-Hardware,,1307
2370,UNIVERSITY OF ADO EKITI,Sep-2003,Dec-2007,,,STATISTICS,Bsc,SECOND CLASS UPPER DIVISION,Education,,2748
2371,Nnamdi Azikiwe University  Awka,Oct-2006,Jul-2010,,,Cooperative Economics And Management,Bsc,Second Class Upper,Finance,,5562
2373,"Kogi State University, Anyigba",Nov-2002,Oct-2006,,,Geology,Bsc,2.2,Oil &amp; Gas,,1808
2374,olabisi onabanjo university ogun state,Jul-2006,Feb-2013,,,soil science,Bsc,second class lower ,Oil &amp; Gas,,4391
2375,olabisi onabanjo university ogun state,Jul-2006,Feb-2013,,,soil science,Bsc,second class lower ,Oil &amp; Gas,,4391
2376,olabisi onabanjo university ogun state,Jul-2006,Feb-2013,,,soil science,Bsc,second class lower ,Oil &amp; Gas,,4391
2377,olabisi onabanjo university ogun state,Jul-2006,Feb-2013,,,soil science,Bsc,second class lower ,Oil &amp; Gas,,4391
2379,"Delta State University, Abraka",Sep-2005,Dec-2009,,,Political Science,Bsc,Third Class,Management,,424
2380,Delta state university Abraka,Nov-2008,Nov-2012,,,Computer Science Education,Bsc,2.2,Education,,2298
2382,University of Port Harcourt,Sep-2006,Dec-2010,,,Geology,Bsc,Second Class Division,Oil &amp; Gas,,4741
2383,TAI SOLARIN UNIVERSITY OF EDUCATION,Sep-2005,Dec-2009,,,SOCIAL STUDIES,Bsc,3rd class,Education,,2976
2388,Nnamdi Azikiwe University  Awka,Mar-1996,Dec-2000,,,Biochemistry,Bsc,2.2,Oil &amp; Gas,,1701
2395,NATIONA OPEN UNIVERCITY OF NIGERIA,Nov-2012,Nov-2017,,,MATHEMATICS AND COMPUTER SCINCE,Bsc,DOBULE HONOR,IT-Software,,563
2396,"University of Nigeria,Nsukka",Aug-2005,Nov-2009,,,Accounting,Bsc,second class upper,Finance,,5311
2397,"Lagos State University, Ojo.",Oct-2003,Jun-2009,,,Mechanical Engineering,Bsc,Second Class Lower,Engineering,,2692
2400,University of Port Harcourt,Jan-2008,Dec-2012,,,Geography and Environmental Management,Bsc,Second Class Upper Division,Logistics,,5840
2402,"Nmamdi Azikiwe Umiversity, Awka",Sep-2008,Aug-2012,,,Banking & Finance ,Bsc,second class honour(lower Division),Banking,,4819
2406,Nationa Open Univercity Of Nigeria,Jan-2008,Oct-2012,,,Criminology And Security Studies ,Bsc,Upper Credit (2.1),Security,,405
2407,Niger Delta University,Oct-2009,Mar-2014,,,Business Education- Accounting,Bsc,second class,Bsc,,4747
2408,Niger Delta University,Oct-2009,Mar-2014,,,Business Education- Accounting,Bsc,second class,Bsc,,4747
2413,Ahmadu Bello University Zaria Kaduna State,Dec-2008,Sep-2012,,,Economics,Bsc,2nd class upper division,Finance,,633
2415,Rivers State University of Science and Technology (RSUST) ,Jan-2000,Jul-2005,,,Accountancy,Bsc,Second Class Lower,Finance,,3216
2416,Rivers State University of Science and Technology (RSUST) ,Jan-2000,Jul-2005,,,Accountancy,Bsc,Second Class Lower,Finance,,3216
2419,university of jos,Jun-2005,Jul-2008,,,Business Management,Bsc,2.1,Management,,873
2420,Olabisi Onabanjo University,Jun-2009,Jun-2014,,,Physics/ Electronics,Bsc,Second Class Lower Division,Engineering,,1500
2431,University of Lagos,Apr-2009,Dec-2011,,,Accounting,Bsc,Second Class Upper 2.1,Finance,,299
2459,"University of Cape Coast, Ghana",Jan-2010,Jan-2013,,,Business Management,Bsc,second class upper division ,Secreatry,,5398
2460,Ambrose Alli University Ekpoma Edo State,May-2004,Apr-2008,,,Secretarial Study,Bsc,2.2,Finance,,3916
2465,UNIVERSITY OF BENIN,Sep-2007,May-2012,,,BANKING AND FINANCE,Bsc,SECOND CLASS UPPER,Finance,,743
2466,University of Port Harcourt,Dec-2008,Dec-2012,,,Computer Science,Bsc,Second Class,IT-Software,,2761
2467,Rivers State of University of Science and Technology,Mar-2007,Apr-2014,,,Computer Science,Bsc,Second Class Lower ,Finance,,2466
2468,Delta State University,Jan-2001,Nov-2005,,,Banking/Finance,Bsc,B.sc,Oil &amp; Gas,,829
2471,University of Abuja,Nov-2006,Dec-2010,,,Economics,Bsc,Second Class Lower,Finance,,6087
2476,Imo State University,Sep-2007,Sep-2011,,,Education Accountancy,Bsc,Second Class Lower Division ,Telecoms,,5411
2479,University of Calabar,Dec-1998,Oct-2002,,,Accounting,Bsc,2.2,Finance,,2568
2486,Niger Delta University,Jan-2004,Nov-2007,,,Economics,Bsc,second class lower,Production,,417
2487,"KWAME NKRUMA UNVERITY OF SCIENCE AND TECHNOLOGY, KUMASI, GHANA",Aug-2009,Jun-2013,,,Biological sciences,Bsc,Second Class Upper division,HR,,2715
2490,"University of Nigeria, Nsukka",Sep-2000,May-2006,,,Geology,Bsc,Lowee Division,Oil &amp; Gas,,4861
2491,Rivers State Uni. of Sci and Tech ,Jan-2005,Jan-2010,,,Agricultural and Applied Econs/Ext.,Bsc,2:2,Finance,,2566
2492,Covenant University Ota Ogun State,Sep-2007,Jun-2012,,,Estate Management,Bsc,2:2,Real Estate,,4181
2493,"Enugu State University Of Science And Technology, Enugu State",Oct-2002,Nov-2007,,,Economics,Bsc,2.2,Banking,,4698
2494,OLABISI NABANJO UNIVERSITY AGO IWOYE OGUN STATE,Jan-2004,Apr-2008,,,ECONOMICS,Bsc,2ND CLASS,Management,,2374
2496,University Of Ilorin,Jun-2004,May-2008,,,Mathematics,Bsc,Third zClass,IT-Hardware,,3437
2497,Rivers State of University of Science and Technology,Feb-2007,Jul-2012,,,mechanical technology/metal works,Bsc,2.44,Finance,,4074
2502,"Lagos state university, Ojo, Lagos  ",Jan-2002,Mar-2009,,,Bachelor of Science in Chemistry Education,Bsc,THD,Finance,,620
2504,Imo State University,Oct-2004,Sep-2008,,,Educational Administration,Bsc,second class lower,Logistics,,1688
2508,"University of Nigeria, Nsukka",Sep-2005,Feb-2009,,,Accountancy,Bsc,SECOND CLASS LOWER,Finance,,3735
2509,"?	University of Port Harcourt, Port Harcourt",Nov-2009,Jun-2014,,,Geography and Environmental Management,Bsc,Environment,Oil &amp; Gas,,2356
2510,"  Benue State University Makurdi, Benue state                                           ",Sep-2007,Nov-2011,,,MATHEMATICS,Bsc,THIRD CLASS,Site Engineering,,3765
2512,Delta state University,Aug-2008,Jun-2013,,,Geology & Mining Technology,Bsc,Third Class Honours,Oil &amp; Gas,,2888
2513,Delta state University,Aug-2008,Jun-2013,,,Geology & Mining Technology,Bsc,Third Class Honours,Oil &amp; Gas,,2888
2517,"University of Port Harcourt, Port Harcourt",Jan-2008,Dec-2012,,,MANAGEMENT,Bsc,MANAGEMENT SCIENCES ,Management,,5105
2519,NNAMDI AZIKIWE UNIVERSITY AWKA,Jan-2001,Dec-2004,,,COOPERATIVE ECONOMICS AND MANAGEMENT,Bsc,2.2,Banking,,4684
2526,University of Port Harcourt,Sep-1994,Jul-1998,,,industrial chemistry,Bsc,second class lower,Oil &amp; Gas,,2449
2527,Nnamdi Azikiwe University  Awka,Jul-2006,Jul-2011,,,Surveying & geoinformatics,Bsc,2nd class lower,Construction,,490
2528,"Abia State University , Uturu",Oct-2000,Aug-2005,,,GOVERNMENT AND PUBLIC ADMINISITRATION,Bsc,SECOND CLASS LOWER,Finance,,3537
2531,University Of East London,Dec-2010,Dec-2013,,,Software Engineering,Bsc,Second Class Upper Division,IT-Software,,5829
2532,"RIVERS STATE UNIVERSITY OF SCIENCE & TECHNOLOGY, PORT HARCOURT",Oct-2005,Nov-2011,,,SECRETARIAL ADMIN,Bsc,SECOND CLASS LOWER DIVISION,Finance,,4772
2535,Rivers State of University of Science and Technology,Oct-2013,Oct-2018,,,MARKETIMG,Bsc,SECONCLASS LOWER,Finance,,5110
2536,Imo State University,Sep-2007,Sep-2011,,,Education Accountancy,Bsc,Second Class Lower Division,Finance,,5692
2538,UNIVERSITY OF PORT HARCOURT,Oct-2006,Feb-2012,,,AGRIC EXTENSION,Bsc,SECOND CLASS LOWER DIVISION,Education,,5669
2539,UNIVERSITY OF PORTHARCOURT,Nov-2008,Dec-2012,,,HUMAN ANATOMY,Bsc,second class lower,Medical,,4532
2540,"University of Abuja,Gwagwalada",Oct-1997,Aug-2004,,,Economics,Bsc,3rd,Finance,,4094
2541,University Of East London,Dec-2010,Dec-2013,,,software engineering,Bsc,second class upper division,IT-Software,,2110
2542,"Madonna University, Elele Campus. Rivers State",Aug-2007,Aug-2011,,,Biochemistry,Bsc,Third Class,Secreatry,,3194
2543,University of  Ilorin,Oct-2006,Apr-2011,,,Mathematics,Bsc,Third Class,Finance,,3235
2547,MICHAEL OKPARA UNIVERSITY OF AGRICULTURE UMUDIKE ABIA STATE,Sep-2004,Nov-2008,,,Banking and Finance,Bsc,Second Class Lower (2.2),Finance,,4025
2549,Imo State University,Jan-2009,Nov-2012,,,Accounting,Bsc,2009 to 2012,Finance,,2093
2552,University of Calabar,Feb-2006,Mar-2012,,,(Accountant) Financial Accounting                                              ,Bsc,Third class,Finance,,1213
2553,"Bells University of Technology, Ota, Ogun State",Sep-2009,Nov-2013,,,Economics,Bsc,Second Class Lower,Finance,,2246
2554,Nnamdi Azikiwe University  Awka,Oct-2006,Jul-2010,,,Mass Communication ,Bsc,Second class lower,Advertising,,1552
2555,Nnamdi Azikiwe University  Awka,Oct-2006,Jul-2010,,,Mass Communication ,Bsc,Second class lower,Advertising,,1552
2559,"Bayero University Kano, Nigeria",Jan-2010,Sep-2014,,,Accounting,Bsc,2nd Class Upper,Finance,,1736
2560,Madonna University,Oct-2007,Sep-2011,,,computer science,Bsc,second class lower ,IT-Project,,1420
2566,Rivers State of University of Science and Technology,Feb-2007,Jul-2012,,,technical education(mechanical technology/metal works),Bsc,2.44,Education,,4074
2568,"BENSON IDAHOSA UNIVERSITY, BENIN CITY, EDO STATE",Oct-2010,Aug-2014,,,Mathematics and Computer Science,Bsc,Second class upper,IT-Software,,2008
2569,Ambrose Ali University,Aug-2002,Oct-2006,,,Accounting,Bsc,Second Class Lower,Finance,,3439
2570,"Federal University of Agriculture, Abeokuta",Oct-2005,Nov-2010,,,Animal Breeding and Genetics,Bsc,second class upper,Finance,,1682
2571,University of Nigeria Nsukka,Sep-2007,Aug-2011,,,Computer science /Statistics,Bsc,second class honors lower  division,IT-Hardware,,3897
2572,University of Nigeria Nsukka,Jan-2007,Jul-2011,,,Accounting,Bsc,Bsc/MBA in Accounting.,Finance,,3730
2575,"Babcock University, Nigeria",Aug-2004,Jun-2008,,,ACCOUNTING,Bsc,SECOND CLASS LOWER DIVISION,Finance,,2615
2583,"Madonna University, Elele.",Nov-2005,Aug-2009,,,Industrial Chemistry,Bsc,Second Class Honours (Lower Division),Production,,1806
2585,University Of Abuja,Dec-2007,Dec-2011,,,EDUCATIONAL PSYCHOLOGY,Bsc,SECOND CLASS UPPER DIVISION,Finance,,5627
2589,University of Ilorin,Sep-2010,Sep-2014,,,Pure and Applied Physics,Bsc,Second Class (Upper Division),Oil &amp; Gas,,738
2591,UNIVERSITY OF LAGOS,Apr-2005,Nov-2009,,,GEOGRAPHY & REGIONAL PLANNING,Bsc,2.2,Logistics,,2670
2596,OLABISI ONABANJO UNIVERSITY,Mar-2005,Aug-2010,,,B. Sc. Statistics,Bsc,3.25,Oil &amp; Gas,,339
2597,"Igbinedion University Okada, Edo State.",Sep-2005,Nov-2009,,,Computer Science & Information Technology,Bsc,Second Class Lower,IT-Hardware,,1037
2651,Federal University of Agriculture Abeokuta,Sep-2009,Jan-2014,,,Pasture and Range Management ,Bsc,Second Class Upper ,Finance,,3147
2601,"Obafemi Awolowo University, ile ife osun state.",Sep-2003,Sep-2008,,,Microbiology,Bsc,Third class,Medical,,2584
2605,"Federal University of Technlogy, Akure",Dec-2007,Sep-2012,,,Mining Engineering,Bsc,2nd class lower,Finance,,4620
2608,FEDERAL UNIVERSITY OF ILORIN,Oct-2002,Nov-2005,,,ACCOUNTING,Bsc,SECOND CLASS UPPER,Finance,,1152
2610,UNIVERSITY OF PORT HARCOURT,May-2007,Nov-2012,,,Accounting,Bsc,SECOND CLASS UPPER DIVISION,Finance,,3857
2613,"University Of Nigeria , Nsukka (UNN)",Sep-2005,Mar-2010,,,BIOCHEMISTRY,Bsc,"SECOND CLASS HONOURS, UPPER DIVISION",Oil &amp; Gas,,2013
2617,"RIVERS STATE UNIVERSITY OFSCIENCE AND TECHNOLOGY, NKPOLU, PORTHARCOURT",Mar-2001,Jun-2008,,,Mechanical Engineering,Bsc,Second Class Lower Division,Engineering,,6088
2618,"Rivers State University Ofscience And Technology, Nkpolu, Portharcourt",Mar-2001,Jun-2008,,,Mechanical Engineering,Bsc,Second Class Lower Division,Engineering,,6088
2619,UNIVERSITY OF LAGOS,May-2003,Aug-2008,,,QUANTITY SURVEYING,Bsc,Second Class Lower,Finance,,2120
2624,ODUDUWA UNIVERSITY,Nov-2009,Jul-2013,,,ACCOUNTING,Bsc,FIRST CLASS,Finance,,699
2625,Tver State Technical Univrsity,Sep-2008,Jul-2012,,,Mechanical Engineering ,Bsc,2.1,Engineering,,3636
2634,UNIVERSITY OF ADO-EKITI,Jun-2003,Dec-2008,,,AGRIC-ECONS,Bsc,SECOND CLASS,Finance,,6152
2637,Niger Delta University,Feb-2004,Nov-2008,,,Mechanical Engineering,Bsc,2'1,Engineering,,3978
2639,University Of Lagos,Sep-2004,Dec-2010,,,Surveying  And Geoinformatics Engineering,Bsc,Second Class Lower,Engineering,,2699
2642,Anambra state university,Aug-2003,Sep-2009,,,Law,Bsc,Pass,Consulting,,1294
2646,University Of Port Harcourt,Sep-2008,Dec-2012,,,Political & Administrative Studies ,Bsc,Second Class Honours Division,Marketing,,6120
2660,lagos State University,Sep-2001,Jul-2007,,,Electronic and computer Engineering,Bsc,2nd Class,IT-Hardware,,1174
2661,university of port harcourt,Nov-2008,Dec-2012,,,Accountin Education,Bsc,second class lower(2:2),Finance,,2730
2665,Ambrose Ali University,Jan-2007,Apr-2012,,,Building,Bsc,Second Class Lower,Construction,,1551
2668,University of Lagos,Sep-2000,Apr-2005,,,Finance,Bsc,Second Class Upper ,Banking,,5597
2670,University of ibadan,Sep-1998,Mar-2004,,,Mechanical Engineering,Bsc,Second Class lower,Engineering,,4696
2671,National Open Uniersity of Nigearia,Jan-2009,Apr-2015,,, entrepreneurial and business management,Bsc,second class,Finance,,222
2674,University of Ilorin,Jan-1999,Feb-2003,,,Zoology,Bsc,Second Class Honors ,Finance,,5417
2680,obafemi awolowo university ile-ife,Sep-1985,Jul-1989,,,SOCIOLOGY/ANTHROPOLOGY,Bsc,SECOND CLASS LOWER DIVISION,Management,,4285
2682,Olabisi Onabanjo University ,Dec-2006,Dec-2011,,,Computer Science,Bsc,Second class degree,Finance,,1340
2683,LAGOS STATE UNIVERSITY OJO LAGOS,Sep-2008,Oct-2012,,,ACCOUNTING AND FIANACE,Bsc,SECOND CLASS UPPER DIVISION,Finance,,566
2686,TAI SOLARIN UNIVERSITY OF EDUCATION,Oct-2009,Jan-2014,,,ACCOUNTING,Bsc,SECOND CLASS LOWER DIVISION,Education,,4536
2687,TAI SOLARIN UNIVERSITY OF EDUCATION,Oct-2009,Jan-2014,,,ACCOUNTING,Bsc,SECOND CLASS LOWER DIVISION,Education,,4536
2688,University of Lagos,Jan-2007,Oct-2011,,,Mathematics and Statistics,Bsc,second class,Consulting,,541
2689,University of Lagos,Jan-2007,Oct-2011,,,Mathematics and Statistics,Bsc,second class,Consulting,,541
2692,Adekunle Ajasin University Akungba-Akoko,Sep-2008,Aug-2014,,,Business Administration,Bsc,Second Class Upper,Finance,,2586
2696,University of Lagos,Jan-2006,Dec-2010,,,Business Administration ,Bsc,2:2,Education,,4138
2707,"Delta State University, Abraka",Nov-2008,Nov-2011,,,Accounting,Bsc,Second Class Upper,Finance,,2258
2709,University of Lagos ,Oct-2009,Apr-2014,,,Accounting ,Bsc,Second class upper ,Finance,,2675
2711,Imo State University,May-2007,Oct-2012,,,Building Technology,Bsc,second class lower-3.40,Construction,,2318
2713,western new mexico university,sep 2001,sep2005,,,Mathematics,Bsc,,,crude oil price prediction module,
2716,University of Uyo,Oct-2005,Sep-2010,,,Accountancy,Bsc,2:2,Finance,,1919
2717,"University of calabar, calabar",Jun-2005,Jan-2010,,,Business Management,Bsc,2.2,Logistics,,4872
2718,Ebonyi State University,Oct-2008,Oct-2012,,,Business Management,Bsc,second class Lower,Marketing,,999
2719,Ebonyi State University,Oct-2008,Oct-2012,,,Business Management,Bsc,second class Lower,Marketing,,999
2720,Ebonyi State University,Oct-2008,Oct-2012,,,Business Management,Bsc,second class Lower,Marketing,,999
2721,Ebonyi State University ,2009,2014,,,Industrial chemistry ,Bsc,,,Analysis of Oferekpe river ,1402
2724,"Abia State Univrsity, Uturu",2007,2011,,,Education Guidance and Counselling/ Government,Bsc,,,,4535
2727,"Anambra State University, Uli.",2006,2009,,,Business Administration,Bsc,,,Problem and Prospects of small and medium scale enterprises in Nigeria sited two firms in Anambra St,2872
2733,Rivers state university of science and technology,26/6/2006,23/10/2010,,,Analytical chemistry,Bsc,,,Adsorption of cobalt II ion from aqueous solvent using powder form of jacaranda mimosifolia leaf.,1206
2738,Cross River University of Technology Calabar,Jan 2006,Jun 2010,,,Computer Engineering,Bsc,,,,2478
2743,"Rivers State University Science and Technology, Port Harcourt, Rivers State. Nigeria",2006,2011,,,Mass Communication,Bsc,,,Influence of Cartoons on Child's Mind.,3387
2457,Akanu Ibiam Federal Polytechnic Unwanna Afikpo,Nov-2009,Sep-2011,,,Mechanical Engineering Technology,B.Eng,Upper Class,HND,,2939
2458,Akanu Ibiam Federal Polytechnic Unwanna Afikpo,Nov-2009,Sep-2011,,,Mechanical Engineering Technology,B.Eng,Upper Class,HND,,2939
2533,Federal University of Technology Owerri,Aug-2004,Mar-2010,,,Petroleum Engineering,B.Eng,Second Class Upper,B.Eng,,4905
2534,Federal University of Technology Owerri,Aug-2004,Mar-2010,,,Petroleum Engineering,B.Eng,Second Class Upper,B.Eng,,4905
2649,University of Port Harcourt ,-1991,-1997,,,Chemical Engineering ,B.Eng,3rd,B.Eng,,967
2650,University of Port Harcourt ,-1991,-1997,,,Chemical Engineering ,B.Eng,3rd,B.Eng,,967
2730,yaba College of Technology,-2009,-2011,,,food technology,OND,upper credit,OND,,845
11,"vaal university of technology, south africa",Jun-2006,Jan-1935,61.54,14 su,accountancy,HND,First Class,Finance,,3799
