State,Country,DOB,Sex,MaritalStatus,RegDate,advertmeans,yr_exp,no,Experience,Specialization,Courselevel
NULL,NULL,,NULL,NULL,2014-10-05 00:00:00,NAN,0,2485,0,Finance,B.Eng
Rivers,Nigeria,,NULL,NULL,2014-10-05 00:00:00,Google ads,0,1691,0,Finance,B.Eng
RIVERS STATE,Nigeria,33,Male,NULL,2014-10-06 00:00:00,Google ads,0,744,0,Finance,B.Eng
edo state,Nigeria,,NULL,NULL,2014-10-06 00:00:00,Google search,0,1106,0,Finance,B.Eng
Rivers,Nigeria,,NULL,NULL,2014-10-06 00:00:00,SMS,0,6074,0,Finance,B.Eng
NULL,NULL,,NULL,NULL,2014-10-06 00:00:00,NAN,0,2103,0,Finance,B.Eng
rivers state,Nigeria,,NULL,NULL,2014-10-06 00:00:00,Referral,0,4074,9,Oil &amp; Gas,BA
Rivers State,Nigeria,,NULL,NULL,2014-10-06 00:00:00,Jobs Fairs,0,4378,0,Oil &amp; Gas,BA
RIVERS,Nigeria,,NULL,NULL,2014-10-06 00:00:00,Google search,0,3077,0,Oil &amp; Gas,BA
RIVERS,Nigeria,35,Male,Single,2014-10-06 00:00:00,Email,0,5706,0,Oil &amp; Gas,BA
Akwa-ibom,Nigeria,,NULL,NULL,2014-10-06 00:00:00,Email,0,397,0,Oil &amp; Gas,BA
Anambra,NULL,3,Male,NULL,2014-10-07 00:00:00,Careergong marketer,0,6162,0,Oil &amp; Gas,BA
Rivers,Nigeria,32,Male,NULL,2014-10-07 00:00:00,Radio,0,4163,0,Oil &amp; Gas,BA
Rivers state,Nigeria,,NULL,NULL,2014-10-07 00:00:00,Career Fairs,0,3599,0,Oil &amp; Gas,BA
Delta state,Nigeria,,NULL,NULL,2014-10-07 00:00:00,Google ads,0,3224,0,Oil &amp; Gas,BA
Rivers,Nigeria,,NULL,NULL,2014-10-07 00:00:00,Google ads,0,5109,0,Oil &amp; Gas,BA
Rivers,Nigeria,,NULL,NULL,2014-10-07 00:00:00,Google search,0,5756,0,Oil &amp; Gas,BA
ABIA STATE,Nigeria,,NULL,NULL,2014-10-07 00:00:00,A friend,0,2089,0,Oil &amp; Gas,BA
Bayelsa State,Nigeria,,NULL,NULL,2014-10-07 00:00:00,Email,0,589,0,Oil &amp; Gas,BA
rivers state,Nigeria,31,Male,Single,2014-10-07 00:00:00,Careergong marketer,0,5829,3,IT-Software,Bsc
rivers state,Nigeria,,NULL,NULL,2014-10-07 00:00:00,Career Fairs,0,2110,3,IT-Software,Bsc
Delta,Nigeria,,NULL,NULL,2014-10-07 00:00:00,Email,0,3624,0,IT-Software,Bsc
Rivers State,Nigeria,,NULL,NULL,2014-10-07 00:00:00,Career Fairs,0,5394,0,IT-Software,Bsc
rivers state,Nigeria,,NULL,NULL,2014-10-07 00:00:00,Google ads,0,4366,0,IT-Software,Bsc
NULL,NULL,,NULL,NULL,2014-10-07 00:00:00,NAN,0,3746,0,IT-Software,Bsc
Rivers,Nigeria,33,Male,Single,2014-10-07 00:00:00,Google ads,0,580,2,Logistics,HND
Delta,Nigeria,,NULL,NULL,2014-10-08 00:00:00,Google search,0,5621,0,Logistics,HND
rivers,Nigeria,,NULL,NULL,2014-10-08 00:00:00,Jobs Fairs,0,4257,0,Logistics,HND
Rivers state,Nigeria,,NULL,NULL,2014-10-08 00:00:00,A friend,0,5274,0,Logistics,HND
Akwa Ibom,Nigeria,,NULL,NULL,2014-10-08 00:00:00,Google search,0,2174,0,Logistics,HND
Lagos state,Nigeria,,NULL,NULL,2014-10-08 00:00:00,Email,0,4563,0,Logistics,HND
DELTA,Nigeria,,NULL,NULL,2014-10-08 00:00:00,Careergong marketer,0,440,0,Logistics,HND
Rivers,Nigeria,37,Male,NULL,2014-10-08 00:00:00,Careergong marketer,0,2601,0,Logistics,HND
NULL,NULL,,NULL,NULL,2014-10-08 00:00:00,NAN,0,1386,0,Logistics,HND
DE,Nigeria,,NULL,NULL,2014-10-08 00:00:00,Google search,0,4106,0,Logistics,HND
RIVERS STATE,Nigeria,27,Male,NULL,2014-10-08 00:00:00,Career Fairs,0,251,0,Logistics,B.Eng
NULL,NULL,,NULL,NULL,2014-10-08 00:00:00,NAN,0,3960,0,Logistics,B.Eng
Lagos,Nigeria,29,Male,NULL,2014-10-08 00:00:00,Facebook,0,1535,0,Logistics,B.Eng
Edo,Nigeria,,NULL,NULL,2014-10-08 00:00:00,Email,0,1343,0,Logistics,B.Eng
RIVERS,Nigeria,,NULL,NULL,2014-10-09 00:00:00,Jobs Fairs,0,5855,0,Logistics,B.Eng
Lagos,Nigeria,,NULL,NULL,2014-10-09 00:00:00,Google search,0,4913,0,Logistics,B.Eng
rivers state,Nigeria,,NULL,NULL,2014-10-09 00:00:00,A friend,0,1282,0,Logistics,B.Eng
RIVERS,Nigeria,,NULL,NULL,2014-10-09 00:00:00,Google search,0,4464,0,Logistics,B.Eng
rivers state,Nigeria,,NULL,NULL,2014-10-09 00:00:00,A friend,0,513,0,Logistics,B.Eng
Rivers,Nigeria,,NULL,NULL,2014-10-09 00:00:00,Google search,0,5762,0,Logistics,B.Eng
Rivers State,Nigeria,,NULL,NULL,2014-10-09 00:00:00,A friend,0,3042,0,Logistics,B.Eng
NULL,NULL,,NULL,NULL,2014-10-09 00:00:00,NAN,0,3931,0,Logistics,B.Eng
Lagos,Nigeria,,NULL,NULL,2014-10-09 00:00:00,A friend,0,4757,0,Food,B.Eng
cross river,Nigeria,,NULL,NULL,2014-10-09 00:00:00,Google search,0,3093,0,Food,B.Eng
Rivers state,Nigeria,,NULL,NULL,2014-10-09 00:00:00,Poster at Cyber Cafe,0,5117,0,Food,B.Eng
kebbi state,Nigeria,31,Male,NULL,2014-10-09 00:00:00,Careergong marketer,0,5287,0,Food,B.Eng
Rivers State,Nigeria,,NULL,NULL,2014-10-10 00:00:00,SMS,0,468,0,Food,B.Eng
Rivers State,Nigeria,,NULL,NULL,2014-10-10 00:00:00,Facebook,0,1156,0,Food,B.Eng
rivers state,Nigeria,,NULL,NULL,2014-10-10 00:00:00,Newspaper article,0,1961,0,Food,B.Eng
NULL,NULL,,NULL,NULL,2014-10-10 00:00:00,NAN,0,5934,0,Food,B.Eng
Rivers,Nigeria,,NULL,NULL,2014-10-10 00:00:00,Google search,0,5682,0,Food,B.Eng
Rivers State,Nigeria,34,Male,Married,2014-10-10 00:00:00,Careergong marketer,0,304,3,Construction,B.Eng
Imo,Nigeria,,NULL,NULL,2014-10-10 00:00:00,Google search,0,3725,0,Construction,B.Eng
NULL,NULL,,NULL,NULL,2014-10-10 00:00:00,NAN,0,4794,0,Construction,B.Eng
lagos,Nigeria,,NULL,NULL,2014-10-10 00:00:00,Email,0,4668,0,Construction,B.Eng
Rivers,Nigeria,29,Male,Single,2014-10-10 00:00:00,Career Fairs,0,2761,0,Construction,Bsc
AKWA IBOM,Nigeria,,NULL,NULL,2014-10-10 00:00:00,Google search,0,5154,0,Construction,Bsc
Rivers,Nigeria,,NULL,NULL,2014-10-10 00:00:00,Google search,0,2520,0,Construction,Bsc
FCT,NULL,29,Male,NULL,2014-10-10 00:00:00,Facebook,0,5981,0,Construction,Bsc
Delta,Nigeria,32,Male,Single,2014-10-10 00:00:00,Career Fairs,0,3191,8,Hospitality,HND
NULL,NULL,,NULL,NULL,2014-10-10 00:00:00,NAN,0,882,0,Hospitality,HND
NULL,NULL,,NULL,NULL,2014-10-11 00:00:00,NAN,0,1476,0,Hospitality,HND
rivers,Nigeria,,NULL,NULL,2014-10-11 00:00:00,Google search,0,2466,0,Hospitality,Bsc
NULL,NULL,,NULL,NULL,2014-10-12 00:00:00,NAN,0,3319,0,Hospitality,Bsc
NULL,NULL,,NULL,NULL,2014-10-12 00:00:00,NAN,0,6066,0,Hospitality,Bsc
Rivers State,Nigeria,,NULL,NULL,2014-10-12 00:00:00,A friend,0,740,0,Hospitality,Bsc
Rivers,NULL,35,Male,NULL,2014-10-12 00:00:00,Google search,0,5797,0,Hospitality,BA
cross river,Nigeria,,NULL,NULL,2014-10-12 00:00:00,Google ads,0,2598,0,Hospitality,BA
Ogun,Nigeria,,NULL,NULL,2014-10-12 00:00:00,Facebook,0,2163,0,Hospitality,BA
Delta,Nigeria,35,Male,Married,2014-10-12 00:00:00,Career Fairs,0,4914,5,Oil &amp; Gas,B.Eng
Rivers State,Nigeria,,NULL,NULL,2014-10-12 00:00:00,A friend,0,5566,0,Oil &amp; Gas,B.Eng
imo,Nigeria,,NULL,NULL,2014-10-12 00:00:00,Google search,0,5838,0,Oil &amp; Gas,B.Eng
Rivers,Nigeria,,NULL,NULL,2014-10-12 00:00:00,Google search,0,6069,0,Oil &amp; Gas,B.Eng
NULL,NULL,,NULL,NULL,2014-10-13 00:00:00,NAN,0,3466,0,Oil &amp; Gas,B.Eng
NULL,NULL,,NULL,NULL,2014-10-13 00:00:00,NAN,0,1760,1,Engineering,B.Eng
Oyo,Nigeria,33,Male,NULL,2014-10-13 00:00:00,Email,0,312,0,Engineering,B.Eng
sao paulo,Brazil,,NULL,NULL,2014-10-13 00:00:00,Jobs Fairs,0,1899,0,Engineering,B.Eng
Rivers,Nigeria,34,Male,NULL,2014-10-13 00:00:00,Google search,0,462,0,Engineering,B.Eng
delta,Ukraine,,NULL,NULL,2014-10-13 00:00:00,Google search,0,685,0,Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-13 00:00:00,NAN,0,360,0,Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-13 00:00:00,NAN,0,3062,0,Engineering,B.Eng
Rivers state,Nigeria,,NULL,NULL,2014-10-13 00:00:00,SMS,0,4054,0,Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-13 00:00:00,NAN,0,244,0,Engineering,B.Eng
rivers state,Nigeria,,NULL,NULL,2014-10-13 00:00:00,Newspaper article,0,3958,0,Engineering,B.Eng
rivers state,Nigeria,,NULL,NULL,2014-10-13 00:00:00,Career Fairs,0,4495,0,Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-13 00:00:00,NAN,0,2178,0,Engineering,B.Eng
Akwa Ibom State,Nigeria,,NULL,NULL,2014-10-13 00:00:00,Jobs Fairs,0,4396,0,Engineering,B.Eng
Rivers,Nigeria,,NULL,NULL,2014-10-13 00:00:00,Careergong marketer,0,1488,0,Engineering,B.Eng
Rivers state,Nigeria,,NULL,NULL,2014-10-13 00:00:00,Career Fairs,0,3081,0,Engineering,B.Eng
Delta,Nigeria,,NULL,NULL,2014-10-13 00:00:00,Google ads,0,1999,0,Engineering,B.Eng
RIVERS,Nigeria,,NULL,NULL,2014-10-14 00:00:00,Google search,0,2802,0,Engineering,B.Eng
Rivers,Nigeria,,NULL,NULL,2014-10-14 00:00:00,Church,0,829,0,Engineering,Bsc
Rivers state,Nigeria,,NULL,NULL,2014-10-14 00:00:00,Email,0,2885,0,Engineering,Bsc
Rivers,Nigeria,,NULL,NULL,2014-10-14 00:00:00,Radio,0,417,1,Production,Bsc
NULL,NULL,,NULL,NULL,2014-10-14 00:00:00,NAN,0,669,0,Production,Bsc
nil,Nigeria,,NULL,NULL,2014-10-14 00:00:00,Careergong marketer,0,1440,0,Production,Bsc
RIVERS,Nigeria,32,Male,Single,2014-10-14 00:00:00,NAN,0,201,3,Medical,B.Tech
NULL,NULL,,NULL,NULL,2014-10-14 00:00:00,NAN,0,5603,0,Medical,B.Tech
NULL,NULL,,NULL,NULL,2014-10-14 00:00:00,NAN,0,1243,0,Medical,B.Tech
rivers state,Nigeria,29,Male,NULL,2014-10-14 00:00:00,Jobs Fairs,0,1941,0,Medical,B.Tech
Rivers,NULL,36,Male,NULL,2014-10-14 00:00:00,Radio,0,2224,0,Medical,B.Tech
Rivers State,Nigeria,,NULL,NULL,2014-10-15 00:00:00,Email,0,5113,0,Medical,B.Tech
BAYELSA,Nigeria,,NULL,NULL,2014-10-15 00:00:00,Jobs Fairs,0,454,0,Medical,B.Tech
Enugu ,Nigeria,28,Female,NULL,2014-10-15 00:00:00,A friend,0,2798,0,Medical,B.Tech
River State,Nigeria,,NULL,NULL,2014-10-15 00:00:00,Email,0,1462,0,Medical,B.Tech
Rivers,Nigeria,,NULL,NULL,2014-10-15 00:00:00,Telephon,0,2128,0,Medical,B.Tech
rivers state,Nigeria,,NULL,NULL,2014-10-15 00:00:00,Email,0,2954,0,Medical,B.Tech
abuja,Nigeria,,NULL,NULL,2014-10-15 00:00:00,Facebook,0,588,0,Medical,B.Tech
Rivers,Nigeria,,NULL,NULL,2014-10-15 00:00:00,Poster on streets,0,3845,0,Medical,B.Tech
Rivers,Nigeria,28,Male,NULL,2014-10-15 00:00:00,Careergong marketer,0,2114,0,Medical,B.Tech
Rivers state,Nigeria,,NULL,NULL,2014-10-15 00:00:00,Poster on streets,0,4754,0,Medical,B.Tech
Cross River State,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Jobs Fairs,0,3853,0,Medical,B.Tech
RIVERS,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Email,0,5188,0,Medical,B.Tech
lagos,Nigeria,38,Male,NULL,2014-10-16 00:00:00,Facebook,0,6056,0,Medical,B.Tech
RIVERS,Australia,,NULL,NULL,2014-10-16 00:00:00,Careergong marketer,0,2240,0,Medical,B.Tech
Rivers State,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Google search,0,3104,0,Medical,B.Tech
ONDO,Nigeria,29,Male,NULL,2014-10-16 00:00:00,Google search,0,970,0,Medical,B.Tech
rivers,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Career Fairs,0,2784,0,Medical,B.Tech
Rivers State,Nigeria,37,Female,NULL,2014-10-16 00:00:00,Radio,0,4417,0,Medical,B.Tech
Rivers,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Email,0,5906,0,Medical,B.Tech
NULL,NULL,,NULL,NULL,2014-10-16 00:00:00,NAN,0,4324,0,Medical,B.Tech
Nigeria,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Careergong marketer,0,4736,0,Medical,B.Tech
Abia State,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Jobs Fairs,0,5335,0,Medical,B.Tech
NULL,NULL,,NULL,NULL,2014-10-16 00:00:00,NAN,0,4081,0,Medical,B.Tech
Abia,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Google search,0,316,0,Medical,B.Tech
NULL,NULL,,NULL,NULL,2014-10-16 00:00:00,NAN,0,2630,0,Telecoms,B.Tech
F.C.T,Nigeria,29,Male,NULL,2014-10-16 00:00:00,Email,0,5568,0,Telecoms,B.Tech
AKWA IBOM,Nigeria,30,Male,NULL,2014-10-16 00:00:00,Jobs Fairs,0,2021,0,Telecoms,B.Tech
rivers state,Nigeria,34,Male,Single,2014-10-16 00:00:00,Facebook,0,6103,5,Oil &amp; Gas,B.Eng
EDO,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Google ads,0,3116,0,Oil &amp; Gas,B.Eng
rivers ,Trinidad and Tobago,,NULL,NULL,2014-10-16 00:00:00,Google search,0,5783,0,Oil &amp; Gas,B.Eng
Rivers State,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Google ads,0,1726,0,Oil &amp; Gas,B.Eng
NULL,NULL,,NULL,NULL,2014-10-16 00:00:00,NAN,0,3729,0,Oil &amp; Gas,B.Eng
Akwa Ibom,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Google search,0,1971,0,Oil &amp; Gas,B.Eng
Delta,Nigeria,32,Male,NULL,2014-10-16 00:00:00,Careergong marketer,0,5003,0,Oil &amp; Gas,B.Eng
lagos,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Jobs Fairs,0,5858,0,Oil &amp; Gas,B.Eng
NULL,NULL,,NULL,NULL,2014-10-16 00:00:00,NAN,0,2281,0,Oil &amp; Gas,B.Eng
Delta,Nigeria,36,Male,Married,2014-10-16 00:00:00,Google search,0,5905,1,Oil &amp; Gas,HND
rivers state,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Facebook,0,4745,0,Oil &amp; Gas,HND
Rivers State,Nigeria,29,Male,Single,2014-10-16 00:00:00,SMS,0,2180,1,Construction,B.Eng
Imo state,Nigeria,,NULL,NULL,2014-10-16 00:00:00,Google search,0,4256,0,Construction,B.Eng
NULL,NULL,,NULL,NULL,2014-10-16 00:00:00,NAN,0,1636,0,Construction,B.Eng
Rivers State,Nigeria,,NULL,NULL,2014-10-17 00:00:00,Jobs Fairs,0,4559,0,Construction,B.Eng
River State,Nigeria,,NULL,NULL,2014-10-17 00:00:00,Radio,0,5624,0,Construction,B.Eng
Rivers,Nigeria,33,Male,NULL,2014-10-17 00:00:00,A friend,0,2523,0,Construction,B.Eng
Rivers State,Nigeria,,NULL,NULL,2014-10-17 00:00:00,A friend,0,1663,0,Construction,B.Eng
rivers state,Nigeria,,NULL,NULL,2014-10-17 00:00:00,Career Fairs,0,991,0,Construction,B.Eng
Akwa Ibom,Nigeria,,NULL,NULL,2014-10-17 00:00:00,Google search,0,2285,0,Construction,B.Eng
Rivers State ,Nigeria,,NULL,NULL,2014-10-17 00:00:00,Email,0,5411,8,Finance,Bsc
RIVERS STATE,Nigeria,,NULL,NULL,2014-10-17 00:00:00,Radio,0,4078,0,Finance,Bsc
RIVERS STATE,Nigeria,,NULL,NULL,2014-10-17 00:00:00,Radio,0,1942,0,Finance,Bsc
Rivers State,Nigeria,27,Male,Single,2014-10-17 00:00:00,Google search,0,3989,0,Finance,Bsc
Rivers,Nigeria,,NULL,NULL,2014-10-17 00:00:00,Facebook,0,1823,0,Finance,Bsc
River State,Nigeria,31,Male,NULL,2014-10-18 00:00:00,A friend,0,2844,0,Finance,Bsc
Oyo,NULL,26,Male,NULL,2014-10-18 00:00:00,Google search,0,738,0,Finance,Bsc
Rivers State,Nigeria,,NULL,NULL,2014-10-18 00:00:00,Jobs Fairs,0,1507,0,Finance,B.Eng
NULL,NULL,,NULL,NULL,2014-10-18 00:00:00,NAN,0,5480,0,Finance,B.Eng
Delta State,Nigeria,,NULL,NULL,2014-10-18 00:00:00,Google search,0,4852,0,Finance,B.Eng
Rivers,NULL,37,Male,NULL,2014-10-19 00:00:00,Careergong marketer,0,4334,0,Finance,B.Eng
delta state,Nigeria,,NULL,NULL,2014-10-19 00:00:00,Google search,0,3019,0,Finance,B.Eng
rivers,Nigeria,,NULL,NULL,2014-10-19 00:00:00,SMS,0,1844,0,Finance,B.Eng
osun state,Nigeria,,NULL,NULL,2014-10-19 00:00:00,Google ads,0,5364,0,Finance,B.Eng
NULL,NULL,,NULL,NULL,2014-10-19 00:00:00,NAN,0,521,0,Finance,B.Eng
Abia,NULL,27,Male,NULL,2014-10-19 00:00:00,Google ads,0,1886,0,Finance,B.Eng
Delta,NULL,34,Male,NULL,2014-10-19 00:00:00,Facebook,0,3193,0,Finance,B.Eng
Benue,NULL,35,Female,NULL,2014-10-19 00:00:00,Google ads,0,2046,0,Finance,B.Eng
Rivers,Nigeria,,NULL,NULL,2014-10-19 00:00:00,Careergong marketer,0,562,0,Finance,B.Eng
Lagos,Nigeria,,NULL,NULL,2014-10-20 00:00:00,Google search,0,2575,0,Finance,B.Eng
RIVER,Nigeria,22,Male,NULL,2014-10-20 00:00:00,Google search,0,667,3,NGO,BA
Rivers,Nigeria,31,Male,NULL,2014-10-20 00:00:00,Google search,0,4870,0,NGO,BA
rivers state,Nigeria,,NULL,NULL,2014-10-20 00:00:00,Google ads,0,4671,0,NGO,BA
cross river,Nigeria,,NULL,NULL,2014-10-20 00:00:00,SMS,0,924,0,NGO,BA
RIVERS STATE,Nigeria,,NULL,NULL,2014-10-20 00:00:00,Google search,0,2846,0,NGO,BA
Rivers State,Nigeria,,NULL,NULL,2014-10-20 00:00:00,Careergong marketer,0,6094,0,NGO,BA
RIVERS STATE,Nigeria,29,Male,NULL,2014-10-20 00:00:00,Google search,0,3255,0,NGO,BA
rivers,Nigeria,,NULL,NULL,2014-10-20 00:00:00,Google search,0,2706,0,NGO,BA
NULL,NULL,,NULL,NULL,2014-10-20 00:00:00,NAN,0,2230,0,NGO,BA
Imo State,Nigeria,,NULL,NULL,2014-10-20 00:00:00,Facebook,0,2104,0,NGO,BA
Lagos,Nigeria,29,Female,NULL,2014-10-20 00:00:00,Google search,0,4543,0,NGO,BA
Rivers,Nigeria,,NULL,NULL,2014-10-20 00:00:00,Facebook,0,5796,0,NGO,BA
Rivers,Nigeria,27,Male,Single,2014-10-20 00:00:00,Facebook,0,1833,0,NGO,BA
rivers state,Nigeria,,NULL,NULL,2014-10-20 00:00:00,Google ads,0,4733,2,Finance,BA
NULL,NULL,,NULL,NULL,2014-10-20 00:00:00,NAN,0,6112,0,Finance,BA
Lagos,Nigeria,37,Male,NULL,2014-10-21 00:00:00,A friend,0,2213,0,Finance,BA
NULL,NULL,,NULL,NULL,2014-10-21 00:00:00,NAN,0,1237,0,Finance,BA
Rivers State,Nigeria,,NULL,NULL,2014-10-21 00:00:00,Email,0,3289,0,Finance,BA
RRIVERS,Nigeria,,NULL,NULL,2014-10-21 00:00:00,Email,0,421,0,Finance,BA
rivers,Nigeria,,NULL,NULL,2014-10-21 00:00:00,Careergong marketer,0,893,0,Finance,BA
ENUGU,Nigeria,32,Male,NULL,2014-10-21 00:00:00,Email,0,3760,0,Finance,BA
River,Nigeria,,NULL,NULL,2014-10-21 00:00:00,Jobs Fairs,0,1254,0,Finance,BA
Rivers,Nigeria,,NULL,NULL,2014-10-21 00:00:00,SMS,0,6183,0,Finance,BA
Rivers,Nigeria,,NULL,NULL,2014-10-21 00:00:00,SMS,0,308,0,Site Engineering,B.Eng
EDO STATE,Nigeria,,NULL,NULL,2014-10-21 00:00:00,Radio,0,1617,0,Site Engineering,B.Eng
Rivers,NULL,31,Male,NULL,2014-10-21 00:00:00,Careergong marketer,0,4369,0,Site Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-21 00:00:00,NAN,0,4448,0,Site Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-21 00:00:00,NAN,0,1976,0,Site Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-22 00:00:00,NAN,0,2645,0,Site Engineering,B.Eng
edo,Nigeria,,NULL,NULL,2014-10-22 00:00:00,Google search,0,2714,0,Site Engineering,B.Eng
rivers state,Nigeria,33,Male,NULL,2014-10-22 00:00:00,A friend,0,4244,0,Site Engineering,B.Eng
Rivers State,Nigeria,,NULL,NULL,2014-10-22 00:00:00,A friend,0,1544,0,Site Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-22 00:00:00,NAN,0,4341,0,Site Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-22 00:00:00,NAN,0,5868,0,Site Engineering,B.Eng
OTHER,Nigeria,,NULL,NULL,2014-10-22 00:00:00,Newspaper article,0,2975,0,Site Engineering,B.Eng
Rivers State,Nigeria,28,Female,NULL,2014-10-22 00:00:00,A friend,0,1812,0,Site Engineering,B.Eng
NULL,NULL,,NULL,NULL,2014-10-22 00:00:00,NAN,0,4192,0,Site Engineering,B.Eng
RIVERS STATE,Nigeria,34,Male,NULL,2014-10-22 00:00:00,Google search,0,1775,0,Site Engineering,B.Eng
RIVERS STATE,Nigeria,34,Male,Married,2014-10-22 00:00:00,NAN,0,4615,0,Site Engineering,B.Tech
Akwa Ibom,Nigeria,,NULL,NULL,2014-10-22 00:00:00,Google search,0,2126,0,Site Engineering,B.Tech
rivers,Nigeria,31,Male,Single,2014-10-22 00:00:00,Jobs Fairs,0,621,1,Finance,HND
Rivers,Nigeria,29,Male,NULL,2014-10-22 00:00:00,Email,0,1772,0,Finance,HND
rivers,Nigeria,45,Female,NULL,2014-10-22 00:00:00,A friend,0,4759,0,Finance,HND
Imo State,Nigeria,,NULL,NULL,2014-10-22 00:00:00,Radio,0,261,0,Finance,HND
Rivers State,Nigeria,35,Male,NULL,2014-10-22 00:00:00,Facebook,0,4468,0,Finance,HND
Delta,Nigeria,,NULL,NULL,2014-10-22 00:00:00,Jobs Fairs,0,4140,0,Finance,HND
Rivers ,Nigeria,47,Male,NULL,2014-10-22 00:00:00,Google search,0,5339,0,Finance,HND
Rivers state,Nigeria,,NULL,NULL,2014-10-23 00:00:00,Google search,0,902,0,Finance,HND
NULL,NULL,,NULL,NULL,2014-10-23 00:00:00,NAN,0,624,3,Marketing,HND
riveres state,Nigeria,,NULL,NULL,2014-10-23 00:00:00,Poster at Cyber Cafe,0,5946,0,Marketing,HND
riveres state,Nigeria,,NULL,NULL,2014-10-23 00:00:00,A friend,0,5300,0,Marketing,HND
lg,Nigeria,32,Male,NULL,2014-10-23 00:00:00,Google ads,0,547,0,Marketing,HND
AKWA IBOM,Nigeria,,NULL,NULL,2014-10-23 00:00:00,Google search,0,701,0,Marketing,HND
Rivers state,Nigeria,,NULL,NULL,2014-10-23 00:00:00,Referral,0,3827,0,Marketing,HND
RIVERS STATE,Nigeria,50,Male,NULL,2014-10-23 00:00:00,Radio,0,4250,0,Marketing,HND
NULL,NULL,,NULL,NULL,2014-10-23 00:00:00,NAN,0,1565,0,Marketing,HND
Rivers State,Nigeria,,NULL,NULL,2014-10-23 00:00:00,Email,0,788,0,Marketing,HND
NIGERIA,Nigeria,35,Female,NULL,2014-10-23 00:00:00,A friend,0,1198,0,Marketing,HND
NULL,NULL,,NULL,NULL,2014-10-23 00:00:00,NAN,0,5093,0,Marketing,HND
rivers state,Nigeria,,NULL,NULL,2014-10-23 00:00:00,Careergong marketer,0,1354,0,Marketing,HND
Rivers State,Nigeria,,NULL,NULL,2014-10-23 00:00:00,Radio,0,1397,0,Marketing,HND
Ri vers,Nigeria,,NULL,NULL,2014-10-23 00:00:00,Google ads,0,4632,0,Marketing,HND
Rivers State,Nigeria,43,Male,NULL,2014-10-23 00:00:00,Referral,0,4427,0,Marketing,HND
Rivers State,Nigeria,,NULL,NULL,2014-10-23 00:00:00,Google search,0,4441,0,Marketing,HND
Port Harcourt,NULL,29,Female,NULL,2014-10-23 00:00:00,Facebook,0,4966,0,Marketing,HND
Rivers,Nigeria,29,Female,NULL,2014-10-23 00:00:00,Facebook,0,4008,0,Marketing,HND
Rivers state,Nigeria,30,Female,NULL,2014-10-23 00:00:00,A friend,0,1209,0,Marketing,HND
rivers state,Nigeria,,Male,Married,2014-10-23 00:00:00,Google ads,0,5123,0,Marketing,HND
NULL,NULL,,NULL,NULL,2014-10-23 00:00:00,NAN,0,5598,10,Finance,HND
Rivers,Nigeria,,NULL,NULL,2014-10-24 00:00:00,A friend,0,1856,0,Finance,HND
Delta,Nigeria,,NULL,NULL,2014-10-24 00:00:00,Jobs Fairs,0,4619,0,Finance,HND
Delta,NULL,30,Male,NULL,2014-10-24 00:00:00,Google ads,0,3192,0,Finance,HND
Rivers-state,Nigeria,,NULL,NULL,2014-10-24 00:00:00,A friend,0,2130,0,Finance,HND
Rivers State,Nigeria,,NULL,NULL,2014-10-24 00:00:00,Google search,0,5734,0,Finance,HND
Rivers State,Nigeria,,NULL,NULL,2014-10-24 00:00:00,Google search,0,1609,0,Finance,HND
RIVERS,Nigeria,,NULL,NULL,2014-10-24 00:00:00,Jobs Fairs,0,2383,0,Finance,HND
delta,Nigeria,,NULL,NULL,2014-10-24 00:00:00,Career Fairs,0,3887,0,Finance,HND
RIVERS STATE,Nigeria,,NULL,NULL,2014-10-24 00:00:00,A friend,0,959,0,Finance,HND
Rivers,NULL,35,Male,NULL,2014-10-24 00:00:00,Radio,0,3696,0,Finance,HND
"Lagos, Nigeria",NULL,39,Male,NULL,2014-10-25 00:00:00,Facebook,0,1318,0,Finance,HND
river state,Nigeria,,NULL,NULL,2014-10-25 00:00:00,Careergong marketer,0,373,0,Finance,HND
Rivers,NULL,32,Male,NULL,2014-10-25 00:00:00,Careergong marketer,0,3679,0,Finance,HND
